"pay_month","user_id","game_name","total_revenue","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_revenue","back_from_churt_revenue","previous_paid_month","pervious_month","language","has_older_device_model","age"
2022-07-01,BH4aptg763J0WNnw0OS9hw==,game 3,15.21,BH4aptg763J0WNnw0OS9hw==,15.21,BH4aptg763J0WNnw0OS9hw==,,,,,,2022-06-01,ru,false,18
2022-04-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,30.66,BJlqmsfEshc/QjsD7VgEjg==,30.66,,30.66,,,,,2022-03-01,ru,false,18
2022-06-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,113.76,,,,113.76,,,113.76,2022-04-01,2022-05-01,ru,false,18
2022-09-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,21.51,,,BJlqmsfEshc/QjsD7VgEjg==,,,,21.51,2022-06-01,2022-08-01,ru,false,18
2022-09-01,BLnx9pj0y+SVkckLR/01qw==,game 3,41.55,BLnx9pj0y+SVkckLR/01qw==,41.55,,,,,,,2022-08-01,uk,false,25
2022-10-01,BLnx9pj0y+SVkckLR/01qw==,game 3,85.20,,,,,43.65,,,2022-09-01,2022-09-01,uk,false,25
2022-11-01,BLnx9pj0y+SVkckLR/01qw==,game 3,43.92,,,,,,-41.28,,2022-10-01,2022-10-01,uk,false,25
2022-12-01,BLnx9pj0y+SVkckLR/01qw==,game 3,14.37,,,BLnx9pj0y+SVkckLR/01qw==,,,-29.55,,2022-11-01,2022-11-01,uk,false,25
2022-08-01,BOcGlFXXESDUbttxDzQIQw==,game 3,88.29,BOcGlFXXESDUbttxDzQIQw==,88.29,,,,,,,2022-07-01,uk,false,32
2022-09-01,BOcGlFXXESDUbttxDzQIQw==,game 3,99.45,,,,,11.16,,,2022-08-01,2022-08-01,uk,false,32
2022-10-01,BOcGlFXXESDUbttxDzQIQw==,game 3,58.14,,,,,,-41.31,,2022-09-01,2022-09-01,uk,false,32
2022-11-01,BOcGlFXXESDUbttxDzQIQw==,game 3,27.42,,,,,,-30.72,,2022-10-01,2022-10-01,uk,false,32
2022-12-01,BOcGlFXXESDUbttxDzQIQw==,game 3,16.89,,,BOcGlFXXESDUbttxDzQIQw==,,,-10.53,,2022-11-01,2022-11-01,uk,false,32
2022-05-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,65.73,BTD3ZjLKfkT6ZRBT9zRwtg==,65.73,,,,,,,2022-04-01,uk,true,14
2022-06-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,46.20,,,,,,-19.53,,2022-05-01,2022-05-01,uk,true,14
2022-07-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,12.9,,,,,,-33.30,,2022-06-01,2022-06-01,uk,true,14
2022-08-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,35.79,,,,35.79,22.89,,,2022-07-01,2022-07-01,uk,true,14
2022-10-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,27.00,,,,,,,27.00,2022-08-01,2022-09-01,uk,true,14
2022-11-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,49.92,,,,,22.92,,,2022-10-01,2022-10-01,uk,true,14
2022-12-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,27.42,,,BTD3ZjLKfkT6ZRBT9zRwtg==,,,-22.50,,2022-11-01,2022-11-01,uk,true,14
2022-09-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,14.55,bZDMuXKM3RFajmZa/yIpsw==,14.55,,,,,,,2022-08-01,uk,false,23
2022-10-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,91.83,,,,91.83,77.28,,,2022-09-01,2022-09-01,uk,false,23
2022-12-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,80.58,,,bZDMuXKM3RFajmZa/yIpsw==,,,,80.58,2022-10-01,2022-11-01,uk,false,23
2022-08-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,15.78,c5qsNfxhW80Ws3aBXDa1nA==,15.78,,,,,,,2022-07-01,uk,false,18
2022-09-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,71.82,,,,,56.04,,,2022-08-01,2022-08-01,uk,false,18
2022-10-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,83.16,,,,,11.34,,,2022-09-01,2022-09-01,uk,false,18
2022-11-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,26.16,,,,,,-57.00,,2022-10-01,2022-10-01,uk,false,18
2022-12-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,14.28,,,c5qsNfxhW80Ws3aBXDa1nA==,,,-11.88,,2022-11-01,2022-11-01,uk,false,18
2022-07-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,14.25,C6w5XTf8lIfc+VFmC7/bVw==,14.25,,14.25,,,,,2022-06-01,uk,false,40
2022-11-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,29.22,,,,,,,29.22,2022-07-01,2022-10-01,uk,false,40
2022-12-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,25.83,,,C6w5XTf8lIfc+VFmC7/bVw==,,,-3.39,,2022-11-01,2022-11-01,uk,false,40
2022-10-01,Cabfx2Uhcg6oOXYHLUa+rg==,game 3,18.84,Cabfx2Uhcg6oOXYHLUa+rg==,18.84,Cabfx2Uhcg6oOXYHLUa+rg==,,,,,,2022-09-01,uk,true,15
2022-03-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,15.84,CCwTMcGtpirFFuqzSeTyaQ==,15.84,,,,,,,2022-02-01,uk,false,18
2022-04-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,20.76,,,CCwTMcGtpirFFuqzSeTyaQ==,,4.92,,,2022-03-01,2022-03-01,uk,false,18
2022-11-01,cDaRA0l0GtU4VtTO/DSe1g==,game 3,33.33,cDaRA0l0GtU4VtTO/DSe1g==,33.33,cDaRA0l0GtU4VtTO/DSe1g==,,,,,,2022-10-01,uk,false,21
2022-10-01,cf1ykPUohKTUjtI6cAMhVw==,game 2,12.24,cf1ykPUohKTUjtI6cAMhVw==,12.24,cf1ykPUohKTUjtI6cAMhVw==,,,,,,2022-09-01,ru,true,21
2022-11-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,32.25,cf5XFmP0Lfqw6irFBYfWwQ==,32.25,,,,,,,2022-10-01,uk,false,19
2022-12-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,21.03,,,cf5XFmP0Lfqw6irFBYfWwQ==,,,-11.22,,2022-11-01,2022-11-01,uk,false,19
2022-09-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,43.83,CfgvA7ntuRJL/qdscwgMVw==,43.83,,43.83,,,,,2022-08-01,ru,false,24
2022-11-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,56.40,,,,,,,56.40,2022-09-01,2022-10-01,ru,false,24
2022-12-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,60.15,,,CfgvA7ntuRJL/qdscwgMVw==,,3.75,,,2022-11-01,2022-11-01,ru,false,24
2022-10-01,cjAwQwy//1xm2O5pNRveqw==,game 3,74.28,cjAwQwy//1xm2O5pNRveqw==,74.28,,,,,,,2022-09-01,ru,false,22
2022-11-01,cjAwQwy//1xm2O5pNRveqw==,game 3,84.24,,,,,9.96,,,2022-10-01,2022-10-01,ru,false,22
2022-12-01,cjAwQwy//1xm2O5pNRveqw==,game 3,12.63,,,cjAwQwy//1xm2O5pNRveqw==,,,-71.61,,2022-11-01,2022-11-01,ru,false,22
2022-07-01,cOCixiBbcAHemYgbNdoTcw==,game 3,68.04,cOCixiBbcAHemYgbNdoTcw==,68.04,,68.04,,,,,2022-06-01,uk,false,20
2022-09-01,cOCixiBbcAHemYgbNdoTcw==,game 3,42.81,,,,,,,42.81,2022-07-01,2022-08-01,uk,false,20
2022-10-01,cOCixiBbcAHemYgbNdoTcw==,game 3,66.09,,,,,23.28,,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,cOCixiBbcAHemYgbNdoTcw==,game 3,82.68,,,,,16.59,,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,cOCixiBbcAHemYgbNdoTcw==,game 3,15.39,,,cOCixiBbcAHemYgbNdoTcw==,,,-67.29,,2022-11-01,2022-11-01,uk,false,20
2022-12-01,cp2QvW7HEEyNYKZRQ+RvyA==,game 3,38.10,cp2QvW7HEEyNYKZRQ+RvyA==,38.10,cp2QvW7HEEyNYKZRQ+RvyA==,,,,,,2022-11-01,uk,false,14
2022-05-01,crKNTIblJ0113SKEtSJQHw==,game 3,93.99,crKNTIblJ0113SKEtSJQHw==,93.99,,,,,,,2022-04-01,uk,false,16
2022-06-01,crKNTIblJ0113SKEtSJQHw==,game 3,29.97,,,,,,-64.02,,2022-05-01,2022-05-01,uk,false,16
2022-07-01,crKNTIblJ0113SKEtSJQHw==,game 3,107.25,,,,,77.28,,,2022-06-01,2022-06-01,uk,false,16
2022-08-01,crKNTIblJ0113SKEtSJQHw==,game 3,40.47,,,,,,-66.78,,2022-07-01,2022-07-01,uk,false,16
2022-09-01,crKNTIblJ0113SKEtSJQHw==,game 3,51.57,,,,,11.10,,,2022-08-01,2022-08-01,uk,false,16
2022-10-01,crKNTIblJ0113SKEtSJQHw==,game 3,21.24,,,,,,-30.33,,2022-09-01,2022-09-01,uk,false,16
2022-11-01,crKNTIblJ0113SKEtSJQHw==,game 3,48.87,,,,,27.63,,,2022-10-01,2022-10-01,uk,false,16
2022-12-01,crKNTIblJ0113SKEtSJQHw==,game 3,30.00,,,crKNTIblJ0113SKEtSJQHw==,,,-18.87,,2022-11-01,2022-11-01,uk,false,16
2022-08-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,55.47,cv6g2/jSkR+FwO58WY85DQ==,55.47,,,,,,,2022-07-01,uk,false,20
2022-09-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,30.72,,,,30.72,,-24.75,,2022-08-01,2022-08-01,uk,false,20
2022-11-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,23.28,,,,,,,23.28,2022-09-01,2022-10-01,uk,false,20
2022-12-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,24.3,,,cv6g2/jSkR+FwO58WY85DQ==,,1.02,,,2022-11-01,2022-11-01,uk,false,20
2022-10-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,72.69,D0sawvsyqnyUMXNy+aXo7Q==,72.69,,72.69,,,,,2022-09-01,uk,false,19
2022-12-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,48.18,,,D0sawvsyqnyUMXNy+aXo7Q==,,,,48.18,2022-10-01,2022-11-01,uk,false,19
2022-08-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,42.60,d7kiN4CYGndV2/L4yQeZ4g==,42.60,,,,,,,2022-07-01,ru,false,19
2022-09-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,26.64,,,,,,-15.96,,2022-08-01,2022-08-01,ru,false,19
2022-10-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,60.12,,,,,33.48,,,2022-09-01,2022-09-01,ru,false,19
2022-11-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,57.24,,,,,,-2.88,,2022-10-01,2022-10-01,ru,false,19
2022-12-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,102.57,,,d7kiN4CYGndV2/L4yQeZ4g==,,45.33,,,2022-11-01,2022-11-01,ru,false,19
2022-08-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,16.41,D9Bdgp+w/syZMU61LudzFQ==,16.41,,,,,,,2022-07-01,uk,false,19
2022-09-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,21.06,,,D9Bdgp+w/syZMU61LudzFQ==,,4.65,,,2022-08-01,2022-08-01,uk,false,19
2022-11-01,dAiAPbpgrBYKg4Rn7nbu4g==,game 3,20.85,dAiAPbpgrBYKg4Rn7nbu4g==,20.85,dAiAPbpgrBYKg4Rn7nbu4g==,,,,,,2022-10-01,uk,false,34
2022-06-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,53.55,DAMO0tILVRlXZhYONdvs0Q==,53.55,,,,,,,2022-05-01,uk,false,15
2022-07-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,53.31,,,,,,-0.24,,2022-06-01,2022-06-01,uk,false,15
2022-08-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,48.21,,,,,,-5.10,,2022-07-01,2022-07-01,uk,false,15
2022-09-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,54.15,,,,,5.94,,,2022-08-01,2022-08-01,uk,false,15
2022-10-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,70.62,,,DAMO0tILVRlXZhYONdvs0Q==,,16.47,,,2022-09-01,2022-09-01,uk,false,15
2022-04-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,60.57,Dbff3x5cRk6/tUY3WQdzFQ==,60.57,,,,,,,2022-03-01,uk,false,21
2022-05-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,31.2,,,,,,-29.37,,2022-04-01,2022-04-01,uk,false,21
2022-06-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,32.37,,,,,1.17,,,2022-05-01,2022-05-01,uk,false,21
2022-07-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,100.83,,,,,68.46,,,2022-06-01,2022-06-01,uk,false,21
2022-08-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,46.71,,,,,,-54.12,,2022-07-01,2022-07-01,uk,false,21
2022-09-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,64.08,,,Dbff3x5cRk6/tUY3WQdzFQ==,,17.37,,,2022-08-01,2022-08-01,uk,false,21
2022-08-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,29.49,DcYWdg5xq9/5Yd7SaaVhZw==,29.49,,,,,,,2022-07-01,uk,false,32
2022-09-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,13.14,,,,13.14,,-16.35,,2022-08-01,2022-08-01,uk,false,32
2022-11-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,19.83,,,DcYWdg5xq9/5Yd7SaaVhZw==,,,,19.83,2022-09-01,2022-10-01,uk,false,32
2022-04-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,50.16,DorDcyqBWMg5IEaflqn5Xw==,50.16,,,,,,,2022-03-01,ru,false,23
2022-05-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,37.62,,,,,,-12.54,,2022-04-01,2022-04-01,ru,false,23
2022-06-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,13.89,,,,13.89,,-23.73,,2022-05-01,2022-05-01,ru,false,23
2022-08-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,58.92,,,,,,,58.92,2022-06-01,2022-07-01,ru,false,23
2022-09-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,85.05,,,,85.05,26.13,,,2022-08-01,2022-08-01,ru,false,23
2022-12-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,12.12,,,DorDcyqBWMg5IEaflqn5Xw==,,,,12.12,2022-09-01,2022-11-01,ru,false,23
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,game 3,13.89,dp8g3Zsy2hCfov8GumRuWg==,13.89,dp8g3Zsy2hCfov8GumRuWg==,,,,,,2022-05-01,ru,false,19
2022-04-01,dpfu6t8G4blqMn55KM8bSg==,game 3,33.03,dpfu6t8G4blqMn55KM8bSg==,33.03,,,,,,,2022-03-01,uk,false,16
2022-05-01,dpfu6t8G4blqMn55KM8bSg==,game 3,33.15,,,,,0.12,,,2022-04-01,2022-04-01,uk,false,16
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,game 3,17.64,,,,,,-15.51,,2022-05-01,2022-05-01,uk,false,16
2022-07-01,dpfu6t8G4blqMn55KM8bSg==,game 3,12.03,,,,,,-5.61,,2022-06-01,2022-06-01,uk,false,16
2022-08-01,dpfu6t8G4blqMn55KM8bSg==,game 3,92.13,,,,,80.10,,,2022-07-01,2022-07-01,uk,false,16
2022-09-01,dpfu6t8G4blqMn55KM8bSg==,game 3,61.56,,,,,,-30.57,,2022-08-01,2022-08-01,uk,false,16
2022-10-01,dpfu6t8G4blqMn55KM8bSg==,game 3,112.20,,,,,50.64,,,2022-09-01,2022-09-01,uk,false,16
2022-11-01,dpfu6t8G4blqMn55KM8bSg==,game 3,38.58,,,dpfu6t8G4blqMn55KM8bSg==,,,-73.62,,2022-10-01,2022-10-01,uk,false,16
2022-07-01,dQAFHVkiiCKfawYALbHZeA==,game 3,16.38,dQAFHVkiiCKfawYALbHZeA==,16.38,,,,,,,2022-06-01,uk,false,26
2022-08-01,dQAFHVkiiCKfawYALbHZeA==,game 3,14.64,,,,14.64,,-1.74,,2022-07-01,2022-07-01,uk,false,26
2022-10-01,dQAFHVkiiCKfawYALbHZeA==,game 3,18.0,,,dQAFHVkiiCKfawYALbHZeA==,,,,18.0,2022-08-01,2022-09-01,uk,false,26
2022-04-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,83.19,DqezK7HAqZ+GovyRuzxD1A==,83.19,,,,,,,2022-03-01,uk,false,23
2022-05-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,72.15,,,,,,-11.04,,2022-04-01,2022-04-01,uk,false,23
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,86.49,,,,,14.34,,,2022-05-01,2022-05-01,uk,false,23
2022-07-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,120.51,,,DqezK7HAqZ+GovyRuzxD1A==,,34.02,,,2022-06-01,2022-06-01,uk,false,23
2022-09-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,15.72,dSGXNzIxO3joRVr1Eem+WQ==,15.72,,,,,,,2022-08-01,uk,false,29
2022-10-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,13.23,,,dSGXNzIxO3joRVr1Eem+WQ==,,,-2.49,,2022-09-01,2022-09-01,uk,false,29
2022-07-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,12.15,dUXVADLWvf2uvh+Q6TNrMw==,12.15,,12.15,,,,,2022-06-01,ru,false,19
2022-10-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,36.63,,,,,,,36.63,2022-07-01,2022-09-01,ru,false,19
2022-11-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,114.96,,,,,78.33,,,2022-10-01,2022-10-01,ru,false,19
2022-12-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,26.58,,,dUXVADLWvf2uvh+Q6TNrMw==,,,-88.38,,2022-11-01,2022-11-01,ru,false,19
2022-08-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,41.31,dVTYjVpXbOM/sOgCq4CV0g==,41.31,,,,,,,2022-07-01,uk,false,25
2022-09-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,127.20,,,,,85.89,,,2022-08-01,2022-08-01,uk,false,25
2022-10-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,75.54,,,,,,-51.66,,2022-09-01,2022-09-01,uk,false,25
2022-11-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,14.73,,,,,,-60.81,,2022-10-01,2022-10-01,uk,false,25
2022-12-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,12.51,,,dVTYjVpXbOM/sOgCq4CV0g==,,,-2.22,,2022-11-01,2022-11-01,uk,false,25
2022-08-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,13.98,dxXTsxsoGNYPn+1rVBAUww==,13.98,,,,,,,2022-07-01,uk,false,33
2022-09-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,16.05,,,,,2.07,,,2022-08-01,2022-08-01,uk,false,33
2022-10-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,18.21,,,dxXTsxsoGNYPn+1rVBAUww==,,2.16,,,2022-09-01,2022-09-01,uk,false,33
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,33.51,e/6IajqZ922YY1rh2ErMJQ==,33.51,,,,,,,2022-05-01,en,false,25
2022-07-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,148.98,,,,,115.47,,,2022-06-01,2022-06-01,en,false,25
2022-08-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,78.39,,,,,,-70.59,,2022-07-01,2022-07-01,en,false,25
2022-09-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,70.14,,,,,,-8.25,,2022-08-01,2022-08-01,en,false,25
2022-10-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,49.08,,,,,,-21.06,,2022-09-01,2022-09-01,en,false,25
2022-11-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,376.56,,,,,327.48,,,2022-10-01,2022-10-01,en,false,25
2022-12-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,119.94,,,e/6IajqZ922YY1rh2ErMJQ==,,,-256.62,,2022-11-01,2022-11-01,en,false,25
2022-12-01,e6LTrwXMl/v1epsRPDa9Fg==,game 2,15.93,e6LTrwXMl/v1epsRPDa9Fg==,15.93,e6LTrwXMl/v1epsRPDa9Fg==,,,,,,2022-11-01,uk,false,30
2022-04-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,23.04,eCd4MBHIR4qUWapg05TFLQ==,23.04,,,,,,,2022-03-01,ru,false,18
2022-05-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,14.55,,,,,,-8.49,,2022-04-01,2022-04-01,ru,false,18
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,25.65,,,,,11.10,,,2022-05-01,2022-05-01,ru,false,18
2022-07-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,31.86,,,,,6.21,,,2022-06-01,2022-06-01,ru,false,18
2022-08-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,40.14,,,,,8.28,,,2022-07-01,2022-07-01,ru,false,18
2022-09-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,22.92,,,,,,-17.22,,2022-08-01,2022-08-01,ru,false,18
2022-10-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,70.95,,,,,48.03,,,2022-09-01,2022-09-01,ru,false,18
2022-11-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,12.93,,,eCd4MBHIR4qUWapg05TFLQ==,,,-58.02,,2022-10-01,2022-10-01,ru,false,18
2022-09-01,Ej00UDBb0OBlQliAnSIp+g==,game 3,42.54,Ej00UDBb0OBlQliAnSIp+g==,42.54,Ej00UDBb0OBlQliAnSIp+g==,,,,,,2022-08-01,uk,false,15
2022-07-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,22.5,eLWkkjmSeHVGjb9tp+CJpQ==,22.5,,,,,,,2022-06-01,uk,false,19
2022-08-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,61.95,,,,,39.45,,,2022-07-01,2022-07-01,uk,false,19
2022-09-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,31.29,,,eLWkkjmSeHVGjb9tp+CJpQ==,,,-30.66,,2022-08-01,2022-08-01,uk,false,19
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,game 3,13.5,eoqO46DzxSrKA2rredUNyQ==,13.5,,,,,,,2022-05-01,uk,false,24
2022-07-01,eoqO46DzxSrKA2rredUNyQ==,game 3,60.72,,,,,47.22,,,2022-06-01,2022-06-01,uk,false,24
2022-08-01,eoqO46DzxSrKA2rredUNyQ==,game 3,43.71,,,,,,-17.01,,2022-07-01,2022-07-01,uk,false,24
2022-09-01,eoqO46DzxSrKA2rredUNyQ==,game 3,13.89,,,,,,-29.82,,2022-08-01,2022-08-01,uk,false,24
2022-10-01,eoqO46DzxSrKA2rredUNyQ==,game 3,189.12,,,eoqO46DzxSrKA2rredUNyQ==,,175.23,,,2022-09-01,2022-09-01,uk,false,24
2022-09-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,62.16,EPRgsEIjWdzmRbzsHZ48zg==,62.16,,,,,,,2022-08-01,uk,false,25
2022-10-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,130.77,,,,,68.61,,,2022-09-01,2022-09-01,uk,false,25
2022-11-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,43.11,,,,,,-87.66,,2022-10-01,2022-10-01,uk,false,25
2022-12-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,30.54,,,EPRgsEIjWdzmRbzsHZ48zg==,,,-12.57,,2022-11-01,2022-11-01,uk,false,25
2022-05-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,47.22,er3/fOrRpmyqiRaC0CaFcg==,47.22,,,,,,,2022-04-01,uk,false,21
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,103.71,,,,,56.49,,,2022-05-01,2022-05-01,uk,false,21
2022-07-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,39.87,,,,,,-63.84,,2022-06-01,2022-06-01,uk,false,21
2022-08-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,65.52,,,,,25.65,,,2022-07-01,2022-07-01,uk,false,21
2022-09-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,57.27,,,,57.27,,-8.25,,2022-08-01,2022-08-01,uk,false,21
2022-11-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,74.37,,,,,,,74.37,2022-09-01,2022-10-01,uk,false,21
2022-12-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,24.21,,,er3/fOrRpmyqiRaC0CaFcg==,,,-50.16,,2022-11-01,2022-11-01,uk,false,21
2022-07-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,33.24,F03P4YcFbbtcWUlujjIQmQ==,33.24,,,,,,,2022-06-01,ru,true,20
2022-08-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,37.23,,,,,3.99,,,2022-07-01,2022-07-01,ru,true,20
2022-09-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,79.08,,,,,41.85,,,2022-08-01,2022-08-01,ru,true,20
2022-10-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,136.86,,,,,57.78,,,2022-09-01,2022-09-01,ru,true,20
2022-11-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,58.95,,,,,,-77.91,,2022-10-01,2022-10-01,ru,true,20
2022-12-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,47.13,,,F03P4YcFbbtcWUlujjIQmQ==,,,-11.82,,2022-11-01,2022-11-01,ru,true,20
2022-12-01,F7cC4XEymgoRKeijWu63+w==,game 3,24.33,F7cC4XEymgoRKeijWu63+w==,24.33,F7cC4XEymgoRKeijWu63+w==,,,,,,2022-11-01,uk,false,16
2022-09-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,23.13,f9cWBjiN4c8lXAkBhdqK6Q==,23.13,,,,,,,2022-08-01,uk,false,21
2022-10-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,111.36,,,,,88.23,,,2022-09-01,2022-09-01,uk,false,21
2022-11-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,54.81,,,f9cWBjiN4c8lXAkBhdqK6Q==,,,-56.55,,2022-10-01,2022-10-01,uk,false,21
2022-04-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,48.45,F9Jtg6+0qPUKWDgBJxG8cA==,48.45,,48.45,,,,,2022-03-01,ru,false,18
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,89.07,,,,,,,89.07,2022-04-01,2022-05-01,ru,false,18
2022-07-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,31.59,,,,,,-57.48,,2022-06-01,2022-06-01,ru,false,18
2022-08-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,30.39,,,,30.39,,-1.20,,2022-07-01,2022-07-01,ru,false,18
